"Date_evenement";"Femmes_0_24ans_Deces2020";"Femmes_25_49ans_Deces2020";"Femmes_50_64ans_Deces2020";"Femmes_65_74ans_Deces2020";"Femmes_75_84ans_Deces2020";"Femmes_85ans_plus_Deces2020";"Hommes_0_24ans_Deces2020";"Hommes_25_49ans_Deces2020";"Hommes_50_64ans_Deces2020";"Hommes_65_74ans_Deces2020";"Hommes_75_84ans_Deces2020";"Hommes_85ans_plus_Deces2020";"Femmes_0_24ans_Deces2019";"Femmes_25_49ans_Deces2019";"Femmes_50_64ans_Deces2019";"Femmes_65_74ans_Deces2019";"Femmes_75_84ans_Deces2019";"Femmes_85ans_plus_Deces2019";"Hommes_0_24ans_Deces2019";"Hommes_25_49ans_Deces2019";"Hommes_50_64ans_Deces2019";"Hommes_65_74ans_Deces2019";"Hommes_75_84ans_Deces2019";"Hommes_85ans_plus_Deces2019";"Femmes_0_24ans_Deces2018";"Femmes_25_49ans_Deces2018";"Femmes_50_64ans_Deces2018";"Femmes_65_74ans_Deces2018";"Femmes_75_84ans_Deces2018";"Femmes_85ans_plus_Deces2018";"Hommes_0_24ans_Deces2018";"Hommes_25_49ans_Deces2018";"Hommes_50_64ans_Deces2018";"Hommes_65_74ans_Deces2018";"Hommes_75_84ans_Deces2018";"Hommes_85ans_plus_Deces2018";"Zone";"LibelleZone"
"12/11/2020";1959;6067;20316;30898;52291;170394;3208;12576;38650;57041;69026;102961;2044;6253;20013;28595;48983;158708;3473;12593;37565;52095;62979;93353;2086;6426;20308;27515;49873;158135;3460;12855;38826;51122;63749;92592;"FE";"France"
"13/11/2020";1970;6090;20389;31015;52498;171075;3220;12615;38792;57268;69338;103410;2047;6278;20073;28685;49131;159226;3489;12637;37699;52269;63202;93653;2093;6448;20374;27592;50046;158664;3471;12892;38951;51298;63948;92917;"FE";"France"
"14/11/2020";1975;6108;20460;31127;52714;171776;3228;12653;38924;57480;69628;103820;2056;6299;20133;28769;49294;159774;3504;12668;37835;52439;63439;93950;2098;6464;20445;27680;50192;159118;3478;12934;39073;51458;64166;93194;"FE";"France"
"15/11/2020";1977;6132;20525;31252;52916;172469;3237;12690;39042;57674;69908;104231;2063;6331;20205;28862;49466;160302;3515;12713;37961;52605;63653;94247;2106;6486;20503;27767;50363;159609;3491;12979;39190;51622;64361;93470;"FE";"France"
"16/11/2020";1986;6160;20586;31381;53130;173166;3252;12721;39180;57918;70177;104674;2069;6346;20261;28966;49648;160800;3525;12757;38069;52782;63865;94558;2110;6500;20569;27870;50525;160072;3502;13013;39300;51774;64553;93744;"FE";"France"
"17/11/2020";1993;6177;20657;31485;53316;173840;3261;12760;39301;58137;70476;105100;2074;6366;20316;29052;49814;161338;3538;12791;38195;52955;64072;94857;2116;6519;20636;27965;50698;160540;3509;13058;39421;51929;64754;94015;"FE";"France"
"18/11/2020";1999;6192;20728;31592;53512;174541;3270;12796;39437;58362;70765;105544;2078;6383;20372;29144;50024;161869;3545;12828;38328;53130;64272;95147;2123;6542;20696;28028;50842;161024;3515;13092;39542;52089;64962;94284;"FE";"France"
"19/11/2020";2003;6214;20812;31702;53704;175243;3276;12829;39559;58590;71065;105985;2091;6406;20425;29234;50210;162365;3553;12865;38454;53325;64486;95480;2126;6560;20745;28118;51026;161478;3522;13147;39667;52250;65156;94560;"FE";"France"
"20/11/2020";2010;6232;20880;31808;53906;175877;3287;12874;39708;58775;71347;106372;2097;6425;20491;29322;50399;162873;3558;12910;38561;53505;64689;95811;2129;6585;20808;28207;51200;161963;3531;13179;39782;52408;65373;94846;"FE";"France"
"21/11/2020";2017;6253;20930;31922;54095;176532;3296;12908;39827;58969;71619;106792;2102;6446;20565;29429;50562;163399;3567;12950;38673;53663;64901;96136;2139;6601;20874;28310;51370;162447;3545;13223;39916;52564;65566;95141;"FE";"France"
"22/11/2020";2024;6278;20995;32003;54290;177228;3306;12947;39940;59174;71906;107209;2107;6463;20631;29519;50758;163935;3576;13005;38792;53846;65145;96479;2143;6627;20938;28391;51540;162927;3551;13264;40039;52723;65768;95410;"FE";"France"
"23/11/2020";2031;6301;21055;32114;54505;177909;3321;12991;40083;59374;72184;107660;2108;6485;20697;29610;50931;164490;3594;13047;38902;54008;65379;96816;2148;6637;20995;28485;51697;163460;3563;13309;40160;52897;65967;95715;"FE";"France"
"24/11/2020";2038;6324;21126;32236;54701;178614;3330;13038;40212;59596;72465;108067;2110;6505;20751;29696;51087;165033;3605;13093;39004;54179;65561;97123;2153;6658;21059;28573;51873;163989;3577;13350;40260;53071;66173;96030;"FE";"France"
"25/11/2020";2045;6334;21195;32359;54904;179269;3350;13077;40358;59767;72735;108484;2112;6530;20818;29781;51260;165585;3608;13145;39123;54361;65763;97441;2160;6678;21122;28670;52015;164510;3589;13392;40376;53228;66376;96337;"FE";"France"
"26/11/2020";2052;6360;21268;32464;55094;179903;3359;13119;40488;59978;73034;108897;2117;6550;20878;29875;51414;166158;3618;13185;39264;54564;65970;97759;2168;6697;21190;28781;52185;165007;3599;13426;40491;53391;66580;96609;"FE";"France"
"27/11/2020";2054;6390;21334;32581;55302;180556;3369;13170;40617;60172;73334;109319;2124;6568;20943;29959;51590;166693;3627;13227;39396;54739;66204;98086;2176;6724;21251;28874;52359;165492;3615;13474;40609;53556;66797;96895;"FE";"France"
"28/11/2020";2061;6422;21400;32696;55493;181173;3376;13196;40753;60345;73588;109748;2135;6590;21003;30049;51760;167214;3645;13261;39515;54902;66429;98361;2186;6752;21328;28969;52541;165941;3630;13508;40733;53756;67013;97176;"FE";"France"
"29/11/2020";2064;6447;21459;32798;55670;181809;3377;13238;40882;60541;73837;110105;2147;6613;21070;30148;51941;167762;3658;13295;39663;55062;66632;98692;2191;6768;21390;29047;52691;166433;3644;13552;40866;53936;67226;97470;"FE";"France"
"30/11/2020";2075;6475;21521;32902;55873;182439;3391;13279;41013;60732;74108;110515;2151;6628;21132;30231;52123;168289;3667;13335;39791;55221;66838;98989;2201;6788;21472;29128;52863;166910;3659;13591;40992;54123;67421;97745;"FE";"France"
"01/12/2020";2085;6493;21609;33010;56048;183067;3404;13331;41144;60941;74381;110895;2152;6652;21189;30318;52267;168799;3682;13376;39896;55388;67007;99290;2210;6807;21533;29230;53045;167395;3672;13642;41121;54282;67649;98026;"FE";"France"
"02/12/2020";2093;6522;21684;33134;56208;183705;3413;13367;41266;61158;74653;111292;2157;6676;21263;30421;52417;169294;3690;13421;40036;55563;67217;99597;2216;6831;21599;29322;53217;167902;3682;13667;41234;54431;67858;98321;"FE";"France"
"03/12/2020";2100;6544;21765;33260;56421;184368;3420;13410;41394;61397;74906;111697;2168;6693;21322;30527;52609;169817;3701;13457;40148;55758;67441;99899;2220;6850;21675;29393;53390;168393;3688;13705;41376;54593;68078;98610;"FE";"France"
"04/12/2020";2104;6569;21834;33372;56606;185026;3434;13449;41523;61614;75167;112101;2180;6711;21389;30645;52759;170329;3711;13494;40274;55935;67665;100193;2226;6882;21735;29501;53565;168894;3701;13744;41499;54736;68286;98888;"FE";"France"
"05/12/2020";2113;6585;21902;33474;56818;185664;3448;13490;41644;61832;75410;112472;2188;6727;21456;30736;52935;170874;3722;13534;40398;56116;67875;100494;2234;6910;21804;29606;53732;169367;3711;13784;41631;54910;68474;99168;"FE";"France"
"06/12/2020";2116;6602;21962;33572;57028;186324;3462;13531;41772;62031;75685;112870;2195;6751;21520;30839;53101;171382;3740;13567;40511;56288;68082;100765;2239;6938;21852;29693;53912;169873;3722;13827;41749;55068;68695;99423;"FE";"France"
"07/12/2020";2122;6627;22037;33669;57212;186929;3472;13570;41909;62250;75931;113248;2200;6779;21587;30932;53275;171920;3746;13617;40633;56469;68299;101058;2251;6962;21918;29788;54082;170336;3735;13871;41883;55234;68900;99697;"FE";"France"
"08/12/2020";2132;6656;22110;33799;57429;187539;3485;13618;42017;62477;76187;113633;2209;6792;21643;31029;53433;172449;3757;13648;40745;56643;68493;101368;2257;6981;21969;29886;54228;170824;3748;13909;42007;55385;69134;99971;"FE";"France"
"09/12/2020";2135;6680;22189;33913;57633;188215;3499;13660;42162;62701;76440;113989;2212;6825;21705;31116;53614;172993;3767;13682;40865;56824;68690;101688;2262;6996;22017;29981;54395;171266;3753;13944;42121;55533;69344;100248;"FE";"France"
"10/12/2020";2142;6707;22258;34030;57829;188873;3516;13686;42290;62924;76715;114359;2218;6844;21772;31215;53773;173508;3777;13713;40994;56994;68919;102012;2265;7020;22073;30073;54542;171755;3760;13978;42252;55694;69540;100526;"FE";"France"
"11/12/2020";2151;6725;22319;34158;58048;189577;3530;13732;42428;63139;76982;114743;2225;6862;21839;31321;53945;174024;3788;13744;41115;57157;69113;102324;2273;7049;22127;30165;54696;172245;3770;14018;42398;55865;69738;100798;"FE";"France"
"12/12/2020";2161;6751;22383;34261;58252;190231;3543;13781;42546;63335;77245;115135;2232;6884;21903;31434;54129;174569;3801;13789;41247;57326;69345;102632;2279;7066;22200;30256;54863;172741;3785;14057;42528;56036;69960;101112;"FE";"France"
"13/12/2020";2163;6773;22445;34349;58419;190897;3548;13807;42679;63547;77514;115500;2240;6911;21998;31539;54317;175109;3813;13834;41383;57519;69567;102925;2289;7089;22276;30353;55025;173234;3801;14094;42647;56216;70150;101370;"FE";"France"
"14/12/2020";2168;6789;22514;34469;58627;191572;3561;13861;42820;63729;77780;115863;2245;6933;22084;31646;54492;175652;3834;13877;41504;57672;69803;103233;2296;7117;22338;30449;55182;173706;3817;14134;42764;56369;70362;101652;"FE";"France"
"15/12/2020";2173;6818;22567;34601;58829;192229;3573;13890;42956;63935;78038;116265;2250;6950;22144;31734;54661;176162;3848;13913;41621;57826;69998;103567;2308;7143;22398;30515;55332;174174;3824;14180;42886;56530;70586;101978;"FE";"France"
"16/12/2020";2178;6832;22633;34709;59040;192882;3582;13922;43101;64123;78300;116662;2258;6962;22206;31827;54831;176704;3856;13956;41745;57981;70206;103852;2312;7172;22463;30602;55517;174728;3837;14218;42993;56674;70833;102255;"FE";"France"
"17/12/2020";2183;6853;22715;34824;59232;193473;3589;13954;43230;64306;78554;117026;2267;6991;22281;31941;55002;177278;3864;13984;41870;58158;70436;104159;2317;7193;22534;30707;55673;175245;3853;14263;43137;56833;71044;102574;"FE";"France"
"18/12/2020";2187;6878;22789;34936;59429;194097;3600;14005;43351;64470;78818;117393;2276;7017;22349;32042;55175;177799;3876;14019;42012;58331;70683;104481;2325;7215;22609;30799;55846;175740;3863;14311;43265;57001;71290;102884;"FE";"France"
"19/12/2020";2195;6892;22857;35052;59611;194673;3607;14033;43456;64656;79068;117769;2280;7042;22416;32143;55340;178356;3887;14056;42137;58507;70892;104816;2330;7234;22684;30882;56020;176257;3869;14357;43408;57197;71505;103200;"FE";"France"
"20/12/2020";2202;6916;22913;35160;59810;195303;3611;14062;43577;64854;79326;118135;2283;7067;22493;32233;55511;178907;3901;14111;42291;58687;71112;105116;2336;7260;22755;30979;56198;176753;3884;14395;43539;57380;71712;103518;"FE";"France"
"21/12/2020";2208;6935;22983;35261;60021;195905;3618;14104;43694;65031;79556;118475;2293;7083;22550;32330;55685;179463;3911;14137;42415;58851;71349;105451;2343;7287;22808;31076;56373;177293;3899;14433;43654;57562;71923;103805;"FE";"France"
"22/12/2020";2215;6950;23057;35361;60212;196576;3620;14149;43809;65256;79787;118849;2296;7097;22610;32425;55860;180057;3922;14168;42550;59013;71565;105737;2348;7314;22866;31173;56559;177784;3914;14478;43778;57722;72116;104110;"FE";"France"
"23/12/2020";2223;6982;23116;35470;60400;197194;3631;14187;43942;65447;80051;119221;2301;7125;22667;32529;56029;180604;3928;14208;42692;59191;71781;106031;2356;7334;22942;31258;56724;178340;3927;14514;43887;57890;72311;104398;"FE";"France"
"24/12/2020";2229;7003;23182;35573;60598;197798;3640;14228;44069;65663;80288;119582;2309;7147;22741;32643;56182;181148;3941;14245;42838;59374;71972;106318;2362;7360;23003;31338;56892;178827;3938;14558;44014;58039;72523;104746;"FE";"France"
"25/12/2020";2234;7025;23240;35665;60808;198379;3646;14259;44216;65843;80543;119912;2314;7164;22801;32740;56360;181664;3951;14279;42958;59549;72172;106646;2364;7382;23071;31439;57061;179323;3949;14599;44141;58196;72713;105057;"FE";"France"
"26/12/2020";2239;7039;23308;35775;60987;198984;3654;14302;44342;66052;80809;120264;2324;7186;22853;32843;56521;182198;3963;14328;43091;59734;72381;106976;2374;7407;23143;31525;57259;179829;3952;14649;44256;58355;72929;105336;"FE";"France"
"27/12/2020";2240;7062;23383;35877;61181;199609;3663;14341;44457;66244;81053;120658;2330;7210;22920;32940;56700;182714;3971;14369;43226;59940;72598;107294;2381;7432;23221;31628;57455;180340;3962;14695;44383;58523;73146;105622;"FE";"France"
"28/12/2020";2249;7077;23443;35991;61390;200267;3672;14383;44604;66446;81341;121044;2334;7225;22986;33044;56871;183274;3980;14407;43365;60134;72811;107607;2387;7461;23290;31726;57643;180838;3970;14739;44521;58720;73384;105943;"FE";"France"
"29/12/2020";2251;7095;23523;36101;61581;200894;3684;14418;44720;66655;81590;121418;2341;7241;23049;33140;57037;183780;3989;14457;43474;60308;73024;107899;2390;7481;23368;31813;57793;181377;3975;14780;44645;58901;73576;106245;"FE";"France"
"30/12/2020";2257;7110;23582;36193;61813;201505;3696;14457;44841;66812;81870;121810;2347;7264;23130;33221;57206;184342;3996;14510;43614;60497;73268;108228;2398;7506;23431;31922;57976;181888;3981;14823;44777;59064;73786;106531;"FE";"France"
"31/12/2020";2262;7119;23652;36305;61998;202117;3706;14501;44975;66992;82116;122157;2356;7286;23212;33321;57394;184867;4007;14536;43731;60677;73490;108545;2408;7531;23504;31998;58151;182475;3988;14858;44915;59240;74011;106867;"FE";"France"
